epoch,J,MI_lb,E_total,E_met,compute_cost,rule,lambda,gamma,seed,energy_ratio
6,-104.24561782027948,0.0,10424.561782027948,1515.087198292474,21,REINFORCE,0.01,0.1,1,0.9979948262241097
7,-104.28403606085682,0.0,10428.403606085682,1518.9335504327703,24,REINFORCE,0.01,0.1,1,0.9983626230306375
8,-104.1140049584618,0.0,10411.40049584618,1501.930640350144,27,REINFORCE,0.01,0.1,1,0.9967348312439366
9,-104.49698235034768,0.0,10449.698235034768,1540.2287947762616,30,REINFORCE,0.01,0.1,1,1.0004012631156518
10,-104.16833674869136,0.0,10416.833674869134,1507.3648201160036,33,REINFORCE,0.01,0.1,1,0.9972549763270812
11,-104.36066803798866,0.0,10436.066803798863,1526.6017709430207,36,REINFORCE,0.01,0.1,1,0.9990962588255995
12,-104.29735705637782,0.0,10429.735705637782,1520.2719641827327,39,REINFORCE,0.01,0.1,1,0.998490151505101
13,-104.33170182274306,0.0,10433.170182274303,1523.7125488522802,42,REINFORCE,0.01,0.1,1,0.9988189509295473
14,-104.23050104706972,0.0,10423.05010470697,1513.5965800247036,45,REINFORCE,0.01,0.1,1,0.9978501058822095
15,-104.1072276026028,0.0,10410.72276026028,1501.2713055008887,48,REINFORCE,0.01,0.1,1,0.9966699482663671
16,-104.17062116799087,0.0,10417.062116799088,1507.6113930129522,51,REINFORCE,0.01,0.1,1,0.9972768462021852
17,-104.3652279945894,0.0,10436.52279945894,1527.074816138163,54,REINFORCE,0.01,0.1,1,0.9991399135440474
18,-104.15559711570192,0.0,10415.559711570191,1506.1119747437658,57,REINFORCE,0.01,0.1,1,0.99713301352349
19,-104.05544701982303,0.0,10405.544701982304,1496.10090558931,60,REINFORCE,0.01,0.1,1,0.9961742271531577
20,-104.20362816971698,0.0,10420.362816971698,1510.926330034611,63,REINFORCE,0.01,0.1,1,0.997592838544507
21,-104.15332442378036,0.0,10415.332442378036,1505.901308570548,66,REINFORCE,0.01,0.1,1,0.9971112559203722
22,-104.2267158593953,0.0,10422.67158593953,1513.241732762733,69,REINFORCE,0.01,0.1,1,0.9978138684096487
23,-104.11366939792757,0.0,10411.366939792755,1501.9398665413555,72,REINFORCE,0.01,0.1,1,0.9967316187570805
24,-104.54681397507731,0.0,10454.681397507731,1545.2663180487184,75,REINFORCE,0.01,0.1,1,1.0008783258901106
25,-104.177647471601,0.0,10417.7647471601,1508.3509203840376,78,REINFORCE,0.01,0.1,1,0.9973441124796267
26,-104.2799833804886,0.0,10427.99833804886,1518.5942872476835,81,REINFORCE,0.01,0.1,1,0.9983238247183018
27,-104.15842101491776,0.0,10415.842101491777,1506.4380530427393,84,REINFORCE,0.01,0.1,1,0.9971600481064887
28,-104.18132668159392,0.0,10418.132668159393,1508.7304190569164,87,REINFORCE,0.01,0.1,1,0.9973793353754599
29,-104.04064606685704,0.0,10404.064606685704,1494.6649492827214,90,REINFORCE,0.01,0.1,1,0.9960325303145556
30,-104.33971254325031,0.0,10433.971254325032,1524.5726293868847,93,REINFORCE,0.01,0.1,1,0.998895641516526
31,-104.24615703975786,0.0,10424.615703975784,1515.2230209192935,96,REINFORCE,0.01,0.1,1,0.9979999884387031
32,-104.19349753583552,0.0,10419.349753583552,1509.957263051667,99,REINFORCE,0.01,0.1,1,0.9974958529789603
33,-104.06781986758148,0.0,10406.78198675815,1497.390533597046,102,REINFORCE,0.01,0.1,1,0.9962926785404369
34,-104.28512676790226,0.0,10428.512676790226,1519.1246805582862,105,REINFORCE,0.01,0.1,1,0.9983730649083015
35,-104.289992133962,0.0,10428.9992133962,1519.611218798805,108,REINFORCE,0.01,0.1,1,0.9984196434624588
36,-104.29646416047858,0.0,10429.646416047855,1520.258908739895,111,REINFORCE,0.01,0.1,1,0.9984816033713141
37,-104.06022339424976,0.0,10406.022339424975,1496.6361380840267,114,REINFORCE,0.01,0.1,1,0.996219953746425
38,-104.33101892357227,0.0,10433.101892357226,1523.7156997797742,117,REINFORCE,0.01,0.1,1,0.9988124131982401
39,-103.83756283307623,0.0,10383.756283307624,1474.3712998041235,120,REINFORCE,0.01,0.1,1,0.994088314136994
40,-104.2176602334816,0.0083083135909713,10422.596854707255,1513.214317952566,123,REINFORCE,0.01,0.1,1,0.9978067140193994
41,-104.01350092204548,0.0,10401.350092204546,1491.96835387314,126,REINFORCE,0.01,0.1,1,0.9957726564258923
42,-104.01908896840048,0.0,10401.908896840048,1492.5273967329836,129,REINFORCE,0.01,0.1,1,0.995826153555725
43,-104.32332201610036,0.0,10432.332201610036,1522.9519668151156,132,REINFORCE,0.01,0.1,1,0.9987387268985615
44,-104.25033867776078,0.0,10425.033867776076,1515.6577232651869,135,REINFORCE,0.01,0.1,1,0.9980400213262174
45,-104.26245197597684,0.0,10426.245197597684,1516.872268487765,138,REINFORCE,0.01,0.1,1,0.9981559879174365
46,-104.10144250596096,0.0,10410.144250596097,1500.7716589024162,141,REINFORCE,0.01,0.1,1,0.9966145646767403
47,-104.11311742276216,0.0,10411.311742276215,1501.9401579476416,144,REINFORCE,0.01,0.1,1,0.9967263344259902
48,-104.32144006054872,0.0,10432.14400605487,1522.773230794662,147,REINFORCE,0.01,0.1,1,0.9987207100078469
49,-104.31720085233655,0.0,10431.720085233655,1522.349803413916,150,REINFORCE,0.01,0.1,1,0.9986801259722637
50,-103.95496394571305,0.0,10395.496394571304,1486.1278404621617,153,REINFORCE,0.01,0.1,1,0.9952122530176333
51,-104.09184174578476,0.0,10409.184174578477,1499.8182868022134,156,REINFORCE,0.01,0.1,1,0.9965226518540815
52,-104.47140171566936,0.0,10447.140171566936,1537.776042074694,159,REINFORCE,0.01,0.1,1,1.000156367055805
53,-104.03579186333336,0.0,10403.579186333336,1494.215275749005,162,REINFORCE,0.01,0.1,1,0.9959860586248734
54,-104.06545098939328,0.0,10406.545098939328,1497.1813040010495,165,REINFORCE,0.01,0.1,1,0.9962700000986452
55,-104.16698382199188,0.0,10416.698382199187,1507.3345879023857,168,REINFORCE,0.01,0.1,1,0.9972420240910586
56,-104.17228453168472,0.0,10417.22845316847,1507.86566777998,171,REINFORCE,0.01,0.1,1,0.9972927704049984
57,-104.37159329282748,0.0,10437.159329282747,1527.7969906219964,174,REINFORCE,0.01,0.1,1,0.9992008516903388
58,-104.29553892144492,0.0,10429.553892144491,1520.1930796424067,177,REINFORCE,0.01,0.1,1,0.9984727456007152
59,-104.26299447697934,0.1045940663439339,10436.758854332327,1527.3996932203272,180,REINFORCE,0.01,0.1,1,0.9991625122438557
60,-103.61142159883222,0.592103544622002,10420.352514345424,1510.9938622550094,183,REINFORCE,0.01,0.1,1,0.9975918522231697
61,-104.23203793667916,0.0,10423.203793667915,1513.8465699413414,186,REINFORCE,0.01,0.1,1,0.997864819286099
62,-104.1024873659658,0.3738054776511266,10447.629284361694,1538.2722493354354,189,REINFORCE,0.01,0.1,1,1.0002031922412482
63,-104.28078421443684,0.0,10428.078421443684,1518.7268336644356,192,REINFORCE,0.01,0.1,1,0.998331491497527
64,-103.62027913410144,0.4385722347511462,10405.88513688526,1496.5337894070358,195,REINFORCE,0.01,0.1,1,0.9962068186691293
65,-103.74006361621912,0.4549826157686842,10419.50462319878,1510.1535043036636,198,REINFORCE,0.01,0.1,1,0.9975106794127201
66,-104.10762205099222,0.0,10410.76220509922,1501.4148786276328,201,REINFORCE,0.01,0.1,1,0.9966737245157679
67,-104.27203555371212,0.0,10427.203555371212,1517.8607480744226,204,REINFORCE,0.01,0.1,1,0.9982477362440955
68,-104.17684024904942,0.0,10417.684024904942,1508.341327606786,207,REINFORCE,0.01,0.1,1,0.9973363845391442
69,-104.34499372456816,0.0,10434.499372456816,1525.1604614887913,210,REINFORCE,0.01,0.1,1,0.9989462008756795
70,-104.32632804548884,0.0,10432.632804548884,1523.2947955294676,213,REINFORCE,0.01,0.1,1,0.9987675051037265
71,-102.94575078035147,0.8337489620474727,10377.949974239897,1468.6140347551927,216,REINFORCE,0.01,0.1,1,0.9935324474703452
72,-103.48867819054864,0.8449255856828781,10433.36037762315,1524.0246393002008,219,REINFORCE,0.01,0.1,1,0.9988371592703955
73,-103.6650063864134,0.6662775061742527,10433.128389258763,1523.8036843272816,222,REINFORCE,0.01,0.1,1,0.9988149498775939
74,-103.1126525217276,1.0520819739211251,10416.473449564872,1507.150067336202,225,REINFORCE,0.01,0.1,1,0.9972204901781719
75,-104.302957059742,0.0,10430.2957059742,1520.9727159448562,228,REINFORCE,0.01,0.1,1,0.9985437631052925
76,-104.24518347389916,0.0,10424.518347389918,1515.200622455649,231,REINFORCE,0.01,0.1,1,0.9979906680115211
77,-104.30728522949586,0.0,10430.728522949586,1521.4109134522855,234,REINFORCE,0.01,0.1,1,0.9985851988136866
78,-103.79310299443954,0.2872454737531096,10408.034846819264,1498.717767432581,237,REINFORCE,0.01,0.1,1,0.9964126210267611
79,-104.19394893233935,0.0,10419.394893233935,1510.0820614596432,240,REINFORCE,0.01,0.1,1,0.9975001744208091
80,-104.23042127447576,0.0,10423.042127447578,1513.729518473111,243,REINFORCE,0.01,0.1,1,0.9978493421797375
81,-104.07023318670475,0.1882005740924532,10425.84337607972,1516.5361129426576,246,REINFORCE,0.01,0.1,1,0.9981175195573867
82,-103.71848949433394,0.6396538192965133,10435.814331363044,1526.5084198068926,249,REINFORCE,0.01,0.1,1,0.9990720883913904
83,-104.392991069874,0.0,10439.2991069874,1530.0044691939052,252,REINFORCE,0.01,0.1,1,0.9994057031865614
84,-103.85322862054184,0.2804670126032542,10413.369563314507,1504.0754140034155,255,REINFORCE,0.01,0.1,1,0.9969233398054442
85,-103.89318480646888,0.1811664346258812,10407.435124109474,1498.1409607397277,258,REINFORCE,0.01,0.1,1,0.9963552066074257
86,-103.42925091547656,0.7002837724876292,10412.95346879642,1503.6593825801033,261,REINFORCE,0.01,0.1,1,0.9968835050205436
87,-103.28896480401446,0.7956122441379687,10408.457704815242,1499.1643959702233,264,REINFORCE,0.01,0.1,1,0.996453103312831
88,-103.63807901432637,0.7241997390866537,10436.2278753413,1526.9347831975372,267,REINFORCE,0.01,0.1,1,0.999111679000506
89,-103.24582313770026,0.856509880775044,10410.233301847533,1500.942047033672,270,REINFORCE,0.01,0.1,1,0.9966230899932054
90,-103.74259845459753,0.5933920325079249,10433.599048710545,1524.3098521066845,273,REINFORCE,0.01,0.1,1,0.9988600084333022
91,-103.5363162068938,0.703627361924613,10423.994356881842,1514.711429998304,276,REINFORCE,0.01,0.1,1,0.9979405038101873
92,-104.2275948498516,0.0,10422.75948498516,1513.480286879105,279,REINFORCE,0.01,0.1,1,0.9978222834197568
93,-103.03438339863466,1.2086810597376538,10424.306445837232,1515.0272663149185,282,REINFORCE,0.01,0.1,1,0.9979703816284893
94,-103.49062790681552,0.6913748469984222,10418.200275381394,1508.9219774529324,285,REINFORCE,0.01,0.1,1,0.997385807748993
95,-103.23557342681168,0.9586527541326776,10419.422618094435,1510.150217215717,288,REINFORCE,0.01,0.1,1,0.997502828658744
96,-103.88059740511956,0.3347991351278065,10421.539654024738,1512.2690000126863,291,REINFORCE,0.01,0.1,1,0.9977055029724994
97,-103.29965541353566,0.8764871293602816,10417.614254289594,1508.3441809937594,294,REINFORCE,0.01,0.1,1,0.9973297050532727
98,-103.61931522254577,0.8877226952128527,10450.70379177586,1541.4343408643404,297,REINFORCE,0.01,0.1,1,1.000497530032772
99,-104.1948007169474,0.0,10419.48007169474,1510.2108635537445,300,REINFORCE,0.01,0.1,1,0.9975083289758844
100,-103.86268812904171,0.3438609200195217,10420.654904906123,1511.3860988492866,303,REINFORCE,0.01,0.1,1,0.9976208015662104
101,-103.87455596239992,0.3225907632385416,10419.714672563843,1510.4468376877942,306,REINFORCE,0.01,0.1,1,0.9975307884766758
102,-104.14464069853418,0.0,10414.464069853417,1505.1987855486605,309,REINFORCE,0.01,0.1,1,0.9970281223263732
103,-104.22351925421458,0.0214032436255484,10424.492249784013,1515.2290398094697,312,REINFORCE,0.01,0.1,1,0.9979881695587118
104,-104.02078336058533,0.0,10402.078336058532,1492.8157291541215,315,REINFORCE,0.01,0.1,1,0.9958423748096196
105,-104.09937780237992,0.0,10409.937780237991,1500.675781142604,318,REINFORCE,0.01,0.1,1,0.996594798248811
106,-103.80485577591422,0.3933015075320236,10419.815728344623,1510.556506094492,321,REINFORCE,0.01,0.1,1,0.9975404630460714
107,-103.49921548149209,0.6001885237545226,10409.940400524662,1500.6814502692378,324,REINFORCE,0.01,0.1,1,0.9965950491018056
108,-102.97240554382758,1.3319174552934725,10430.432299912103,1521.1744114196767,327,REINFORCE,0.01,0.1,1,0.9985568399181284
109,-102.85599105322758,1.3574201744299057,10421.341122765749,1512.0852459435691,330,REINFORCE,0.01,0.1,1,0.9976864965937701
110,-103.43480274170037,0.5743700952196837,10400.917283692002,1491.6633435631732,333,REINFORCE,0.01,0.1,1,0.9957312215276879
111,-104.01304998924232,0.0,10401.304998924234,1492.051462649625,336,REINFORCE,0.01,0.1,1,0.9957683394232797
112,-104.1408358570074,0.0,10414.08358570074,1504.8333194907232,339,REINFORCE,0.01,0.1,1,0.9969916966977692
113,-104.01313187723512,0.3148937781193117,10432.802565535443,1523.5524183658044,342,REINFORCE,0.01,0.1,1,0.9987837571620694
114,-102.81955548667544,1.334845049079166,10415.44005357546,1506.1899024654551,345,REINFORCE,0.01,0.1,1,0.9971215580722054
115,-103.03666309688244,1.1498987310885926,10418.656182797104,1509.4122304310688,348,REINFORCE,0.01,0.1,1,0.9974294540193714
116,-102.5989022618416,1.7439520903966508,10434.285435223825,1525.0419452073083,351,REINFORCE,0.01,0.1,1,0.99892571960691
117,-102.30091749280886,1.767864837769856,10406.87823305787,1497.6359243874322,354,REINFORCE,0.01,0.1,1,0.9963018926744384
118,-102.9594473927802,1.2012539629920955,10416.070135577227,1506.8296379617263,357,REINFORCE,0.01,0.1,1,0.9971818789366225
119,-102.39528662847027,1.7277899497910283,10412.30765782613,1503.067161108434,360,REINFORCE,0.01,0.1,1,0.9968216783442242
120,-104.20030560310562,0.1417306889014895,10434.20362920071,1524.9651924105135,363,REINFORCE,0.01,0.1,1,0.9989178879119641
121,-102.75940972456152,1.4839688042398258,10424.337852880131,1515.101150495649,366,REINFORCE,0.01,0.1,1,0.9979733883799456
122,-102.71819714010476,1.342160053824328,10406.035719392909,1496.8003485911763,369,REINFORCE,0.01,0.1,1,0.9962212346768902
123,-103.30035684670833,0.9262407863139336,10422.659763302225,1513.4331788001969,372,REINFORCE,0.01,0.1,1,0.9978127365701421
124,-103.4137117958871,0.812155684913658,10422.586748080075,1513.3612537764604,375,REINFORCE,0.01,0.1,1,0.997805746462024
125,-103.90646473985224,0.3036085389866962,10421.007327883894,1511.7818335802465,378,REINFORCE,0.01,0.1,1,0.997654540759839
126,-102.97374019210018,1.15887940814095,10413.261960024112,1504.037423481524,381,REINFORCE,0.01,0.1,1,0.9969130384105901
127,-102.82482433092947,1.325007511185508,10414.983184211498,1505.7587040668786,384,REINFORCE,0.01,0.1,1,0.9970778197097661
128,-103.098867396026,1.1705619556455202,10426.942935167152,1517.7224251972348,387,REINFORCE,0.01,0.1,1,0.9982227857837594
129,-103.32008591091343,0.9390248518404416,10425.911076275388,1516.6906591319566,390,REINFORCE,0.01,0.1,1,0.9981240008317485
130,-103.05653026243216,1.2162227780439745,10427.275304047613,1518.0548813530718,393,REINFORCE,0.01,0.1,1,0.9982546050995287
131,-103.46418436002304,0.8470155555274355,10431.119991555046,1521.8995749530295,396,REINFORCE,0.01,0.1,1,0.9986226760382498
132,-102.87747778020992,1.42951212278495,10430.698990299486,1521.4803589841176,399,REINFORCE,0.01,0.1,1,0.9985823715071177
133,-102.63341121015624,1.452244605813533,10408.56558159698,1499.347784763321,402,REINFORCE,0.01,0.1,1,0.9964634308903633
134,-103.2493509839873,0.8370619744111667,10408.641295839849,1499.4269249178355,405,REINFORCE,0.01,0.1,1,0.9964706793890756
135,-103.7092477505682,0.5777980491066428,10428.704579967483,1519.4933018964343,408,REINFORCE,0.01,0.1,1,0.998391436748005
136,-103.25214454753969,1.0278637250076803,10428.000827254737,1518.7912586710197,411,REINFORCE,0.01,0.1,1,0.9983240630222842
137,-103.14315646933008,0.9854640695342,10412.862053886429,1503.6541358891686,414,REINFORCE,0.01,0.1,1,0.9968747534193618
138,-103.54121936661122,0.5962732932161829,10413.74926598274,1504.5474818942207,417,REINFORCE,0.01,0.1,1,0.9969596906186797
139,-103.28285407310418,1.0342255235195736,10431.707959662372,1522.5068086202814,420,REINFORCE,0.01,0.1,1,0.9986789651313901
140,-102.8994142176099,1.2455040172985754,10414.491823490847,1505.2940529549965,423,REINFORCE,0.01,0.1,1,0.9970307793192659
141,-102.90945283427156,1.5258849429354169,10443.533777720697,1534.3360597277629,426,REINFORCE,0.01,0.1,1,0.9998111091471149
142,-102.52381041304191,1.793525375622152,10431.733578866406,1522.536773495833,429,REINFORCE,0.01,0.1,1,0.9986814177844237
143,-102.8639830840683,1.522750059603044,10438.673314367134,1529.4767327278173,432,REINFORCE,0.01,0.1,1,0.999345792965837
144,-102.84552299202043,1.3706521673998782,10421.61751594203,1512.4211808104164,435,REINFORCE,0.01,0.1,1,0.9977129570786999
145,-104.16411134316296,0.0,10416.411134316297,1507.214852292765,438,REINFORCE,0.01,0.1,1,0.9972145244314121
146,-104.199401672756,0.0,10419.9401672756,1510.7444653661355,441,REINFORCE,0.01,0.1,1,0.9975523762000141
147,-103.84855421169031,0.2177585826358927,10406.63127943262,1497.437570639741,444,REINFORCE,0.01,0.1,1,0.9962782505832435
148,-103.46690250608331,1.0531675236818332,10452.007002976516,1542.8205811416933,447,REINFORCE,0.01,0.1,1,1.0006222928825614
149,-103.12902964135792,1.0554906888668865,10418.45203302248,1509.267611159973,450,REINFORCE,0.01,0.1,1,0.9974099097523693
150,-104.30853897508224,0.0,10430.853897508225,1521.669623152217,453,REINFORCE,0.01,0.1,1,0.9985972015398901
151,-103.73024486681324,0.5640242611743971,10429.426912798765,1520.2433270501688,456,REINFORCE,0.01,0.1,1,0.9984605892403114
152,-103.87408487573845,0.2070837305467399,10408.116860628515,1498.9354288906256,459,REINFORCE,0.01,0.1,1,0.9964204726141009
153,-103.12427463795582,1.1551868900591225,10427.946152801494,1518.766873617004,462,REINFORCE,0.01,0.1,1,0.9983188287666288
154,-102.57443651897984,1.524689689432571,10409.912620841242,1500.733630016881,465,REINFORCE,0.01,0.1,1,0.9965923896154016
155,-102.60460018836989,1.5277603477093675,10413.236053607923,1504.0576689198233,468,REINFORCE,0.01,0.1,1,0.9969105582613172
156,-102.6893009963904,1.559849857927178,10424.915085431756,1515.7368241727622,471,REINFORCE,0.01,0.1,1,0.9980286497052747
157,-102.73918095899828,1.4390187289558671,10417.819968795417,1508.641707208595,474,REINFORCE,0.01,0.1,1,0.9973493991197268
158,-102.83082527838972,1.4012660414057878,10423.20913197955,1514.0441657455538,477,REINFORCE,0.01,0.1,1,0.9978653303490582
159,-102.61350257475289,1.6790439259090748,10429.254650066196,1520.0898968151105,480,REINFORCE,0.01,0.1,1,0.9984440976774573
160,-102.67304665570728,1.7142517521229288,10438.72984078302,1529.5651139071942,483,REINFORCE,0.01,0.1,1,0.9993512045190304
161,-102.65409242138948,1.6122146472725034,10426.6307068662,1517.4689413451358,486,REINFORCE,0.01,0.1,1,0.9981928946252182
162,-102.26281081504504,1.8829079157585025,10414.571873080353,1505.4119553903474,489,REINFORCE,0.01,0.1,1,0.9970384428621407
163,-102.64595151852252,1.6660136911266887,10431.19652096492,1522.037094112566,492,REINFORCE,0.01,0.1,1,0.9986300025769289
164,-103.65702593498008,0.4406311323229275,10409.7657067303,1500.606525742602,495,REINFORCE,0.01,0.1,1,0.9965783248013899
165,-102.05604161838068,2.1171025227307725,10417.314414111144,1508.155856593191,498,REINFORCE,0.01,0.1,1,0.9973009998709309
166,-102.29364057237946,1.987101198811084,10428.074177119055,1518.9225008502783,501,REINFORCE,0.01,0.1,1,0.9983310851673513
167,-102.59377276791903,1.6583726728928072,10425.214544081184,1516.0630666518568,504,REINFORCE,0.01,0.1,1,0.9980573183619575
168,-102.81631319420885,1.4594915984528476,10427.58047926617,1518.431294724855,507,REINFORCE,0.01,0.1,1,0.9982838210316302
